"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"554","SULLIVAN ","IN ",60,5,"HCPP ",1103513,2163054,196.015271229247
"555","SWITZERLAND ","IN ",2,0,"HMO ",2850,31540,1106.66666666667
"556","TIPPECANOE ","IN ",13,1,"COST ",224289,205140,91.4623543731525
"557","VANDERBURGH ","IN ",14,1,"HCPP ",439810,221340,50.3262772560879
"558","VERMILLION ","IN ",4,1,"HCPP ",11936,63280,530.160857908847
"559","VIGO ","IN ",16,0,"HCPP ",282704,253280,89.5919406870791
"560","WARRICK ","IN ",7,2,"HCPP ",53543,111020,207.347365668715
"561","WELLS ","IN ",10,3,"PFFS ",33285,217760,654.228631515698
"562","WHITLEY ","IN ",12,3,"PFFS ",80584,203240,252.20887521096
"563","ADAIR ","IA ",19,2,"PFFS ",58289,436000,747.997049185953
"564","ALLAMAKEE ","IA ",6,1,"COST ",17640,96120,544.897959183673
"565","APPANOOSE ","IA ",6,2,"COST ",18804,96180,511.48691767709
"566","AUDUBON ","IA ",5,1,"PFFS ",7505,80200,1068.62091938708
"567","BLACK HAWK ","IA ",15,2,"HCPP ",315765,240900,76.2909125457223
"568","BREMER ","IA ",5,2,"COST ",22405,80400,358.848471323365
"569","BUCHANAN ","IA ",14,3,"HCPP ",145217,394450,271.627977440658
"570","BUENA VISTA ","IA ",5,0,"PFFS ",17835,80500,451.359686010653
"571","CEDAR ","IA ",17,6,"PFFS ",52176,400850,768.265102729224
"572","CERRO GORDO ","IA ",9,0,"PFFS ",84033,145440,173.074863446503
"573","CHICKASAW ","IA ",7,1,"COST ",22226,139960,629.712948798704
"574","DAVIS ","IA ",24,7,"COST ",511136,1045600,204.56395166844
"575","DES MOINES ","IA ",4,1,"PFFS ",31956,65120,203.780197771936
"576","DICKINSON ","IA ",23,1,"HMO ",106876,428570,400.997417568023
"577","DUBUQUE ","IA ",12,2,"COST ",192660,195600,101.526004360012
"578","EMMET ","IA ",12,1,"PFFS ",61836,258000,417.232679992238
"579","GUTHRIE ","IA ",5,4,"PFFS ",12475,81900,656.513026052104
"580","IDA ","IA ",4,1,"PFFS ",6576,65840,1001.21654501217
"581","IOWA ","IA ",11,5,"PFFS ",34202,360020,1052.62850125724
"582","KEOKUK ","IA ",5,3,"COST ",12655,82650,653.101540892928
"583","KOSSUTH ","IA ",4,0,"PFFS ",14596,66160,453.27486982735
"584","LINN ","IA ",59,9,"PFFS ",1230223,1649780,134.104142094563
"585","LOUISA ","IA ",7,2,"PFFS ",22294,214900,963.936485152956
"586","LUCAS ","IA ",39,2,"COST ",2285049,1303650,57.0512929919665
"587","LYON ","IA ",42,6,"PFFS ",236576,1025320,433.399837684296
"588","MAHASKA ","IA ",5,3,"COST ",19955,83050,416.186419443748
"589","MILLS ","IA ",8,1,"PFFS ",15748,220588,1400.7366014732
"590","MONONA ","IA ",6,0,"HMO ",13980,99960,715.021459227468
"591","MUSCATINE ","IA ",6,3,"PFFS ",39906,100140,250.939708314539
"592","OBRIEN ","IA ",4,1,"PFFS ",13960,66800,478.510028653295
"593","PAGE ","IA ",8,1,"HMO ",32952,265640,806.142267540665
"594","PALO ALTO ","IA ",3,0,"HMO ",6819,50190,736.031676198856
"595","PLYMOUTH ","IA ",50,3,"PFFS ",3117354,1069630,34.3121121309931
"596","POCAHONTAS ","IA ",4,1,"PFFS ",7998,136240,1703.42585646412
"597","POTTAWATTAMIE ","IA ",11,3,"HCPP ",164703,184470,112.001602885193
"598","POWESHIEK ","IA ",6,1,"COST ",22086,100680,455.85438739473
"599","RINGGOLD ","IA ",6,0,"PFFS ",7548,100740,1334.65818759936
"600","SAC ","IA ",2,0,"PFFS ",5228,33600,642.693190512624
"601","SIOUX ","IA ",7,1,"PFFS ",21289,153780,722.344872939076
"602","STORY ","IA ",9,2,"PFFS ",86832,151560,174.543946932007
"603","TAMA ","IA ",6,4,"PFFS ",21804,101100,463.676389653275
"604","WAPELLO ","IA ",6,2,"COST ",44988,101340,225.260069351827
"605","WINNESHIEK ","IA ",5,0,"COST ",18105,84750,468.102734051367
"606","WOODBURY ","IA ",12,1,"PFFS ",196140,203520,103.762618537779
"607","WRIGHT ","IA ",33,7,"PFFS ",279960,797868,284.993570510073
"608","ANDERSON ","KS ",53,6,"HMO ",995860,2114810,212.360171108389
"609","ATCHISON ","KS ",5,0,"HMO ",13231,94100,711.208525432696
"610","BARBER ","KS ",2,0,"PFFS ",2372,34060,1435.91905564924
"611","BARTON ","KS ",7,0,"HCPP ",25356,155320,612.557185675974
"612","BOURBON ","KS ",7,0,"HCPP ",22576,124500,551.470588235294
"613","CHASE ","KS ",4,1,"HCPP ",2952,90440,3063.68563685637
"614","CHAUTAUQUA ","KS ",31,3,"HCPP ",747393,976950,130.714363126227
"615","CLOUD ","KS ",2,0,"HCPP ",4842,34280,707.971912432879
"616","COFFEY ","KS ",4,0,"HMO ",6272,68600,1093.75
"617","COMANCHE ","KS ",20,0,"HCPP ",203391,772036,379.582184069108
"618","COWLEY ","KS ",9,2,"PFFS ",55539,154530,278.236914600551
"619","ELK ","KS ",8,1,"HCPP ",49562,292410,589.988297485977
"620","ELLIS ","KS ",12,1,"HCPP ",149434,480950,321.847772260664
"621","ELLSWORTH ","KS ",2,0,"HMO ",2552,34520,1352.66457680251
"622","FINNEY ","KS ",2,0,"PFFS ",7682,34540,449.62249414215
"623","GEARY ","KS ",7,0,"HCPP ",21861,121100,553.954530899776
"624","GOVE ","KS ",1,0,"HCPP ",746,17310,2320.37533512064
"625","GRAY ","KS ",5,0,"HCPP ",18401,199592,1084.68018042498
"626","GREENWOOD ","KS ",8,1,"HCPP ",79174,288100,363.882082501831
"627","HARPER ","KS ",1,0,"HCPP ",1414,17380,1229.13719943423
"628","HARVEY ","KS ",3,1,"PFFS ",19137,52170,272.613262266813
"629","HODGEMAN ","KS ",1,0,"HCPP ",389,17410,4475.57840616967
"630","JEWELL ","KS ",5,0,"HMO ",4640,87200,1879.31034482759
"631","KINGMAN ","KS ",1,0,"HCPP ",1665,17470,1049.24924924925
"632","LABETTE ","KS ",7,0,"HMO ",31045,122430,394.363021420519
"633","LANE ","KS ",54,4,"COST ",2968235,2041570,68.7806053092157
"634","LEAVENWORTH ","KS ",10,0,"HMO ",79700,175100,219.69887076537
"635","MCPHERSON ","KS ",6,0,"HMO ",22903,142260,621.141335196263
"636","MORRIS ","KS ",53,2,"PFFS ",3065343,1675902,54.6725766088819
"637","NEMAHA ","KS ",4,0,"HMO ",8030,81580,1015.9402241594
"638","NEOSHO ","KS ",5,1,"HCPP ",16860,88300,523.724792408066
"639","NESS ","KS ",2,0,"HMO ",1768,35340,1998.86877828054
"640","NORTON ","KS ",1,0,"HMO ",1172,17680,1508.53242320819
"641","OSAGE ","KS ",13,4,"HCPP ",46489,397990,856.094990212738
"642","OSBORNE ","KS ",1,0,"HCPP ",1075,17700,1646.51162790698
"643","OTTAWA ","KS ",46,5,"HCPP ",920386,1357040,147.442486087359
"644","PAWNEE ","KS ",18,2,"HMO ",38146,572260,1500.18350547895
"645","POTTAWATOMIE ","KS ",14,1,"PFFS ",129869,467040,359.62392872818
"646","PRATT ","KS ",2,0,"HCPP ",3710,35500,956.873315363881
"647","RAWLINS ","KS ",1,0,"HMO ",738,17760,2406.50406504065
"648","RENO ","KS ",6,0,"HCPP ",72354,106620,147.358819139232
"649","REPUBLIC ","KS ",1,0,"HCPP ",1427,17780,1245.97056762439
"650","RICE ","KS ",15,4,"HCPP ",106016,356030,335.826667672804
"651","RILEY ","KS ",7,0,"HMO ",40271,124600,309.403789327307
"652","SHAWNEE ","KS ",15,1,"HCPP ",443310,268200,60.4994247817554
"653","SHERMAN ","KS ",8,1,"HMO ",5514,263581,4780.21400072543
"654","STAFFORD ","KS ",19,0,"HCPP ",118803,915940,770.973796957989
"655","STEVENS ","KS ",23,4,"HCPP ",120010,945920,788.200983251396
"656","SUMNER ","KS ",26,2,"HCPP ",459341,1084710,236.144824868671
"657","TREGO ","KS ",2,0,"HCPP ",1488,35940,2415.32258064516
"658","WABAUNSEE ","KS ",2,1,"HCPP ",2380,35960,1510.9243697479
"659","WALLACE ","KS ",1,1,"HCPP ",337,17981,5335.60830860534
"660","WICHITA ","KS ",16,0,"HCPP ",308639,707383,229.194301433066
"661","WILSON ","KS ",44,5,"HCPP ",412083,1725203,418.654251692014
"662","WOODSON ","KS ",2,0,"PFFS ",1848,35970,1946.42857142857
"663","WYANDOTTE ","KS ",23,3,"HMO ",496685,413678,83.2877981014124
"664","BALLARD ","KY ",3,0,"HMO ",6276,54090,861.854684512428
"665","BARREN ","KY ",6,0,"HCPP ",44454,108240,243.487650155217
"666","BATH ","KY ",9,1,"HCPP ",16764,255540,1524.33786685755
"667","BELL ","KY ",31,2,"HCPP ",664499,1155180,173.842248069598
"668","BOYD ","KY ",7,1,"HCPP ",64991,136610,210.198335154098
"669","BOYLE ","KY ",4,0,"HCPP ",21476,72400,337.120506612032
"670","BRACKEN ","KY ",7,0,"HCPP ",11144,126770,1137.56281407035
"671","BREATHITT ","KY ",3,0,"HCPP ",9195,54360,591.190864600326
"672","BRECKINRIDGE ","KY ",4,0,"HMO ",13916,72520,521.12676056338
"673","BULLITT ","KY ",9,3,"PPO ",63801,163260,255.889406122161
"674","CALDWELL ","KY ",33,4,"HCPP ",223747,1034074,462.162174241442
"675","CALLOWAY ","KY ",9,0,"HCPP ",56241,163530,290.766522643623
"676","CAMPBELL ","KY ",36,6,"DEMP ",321070,1369120,426.424144267605
"677","CARLISLE ","KY ",1,0,"HCPP ",1169,18190,1556.03079555175
"678","CARTER ","KY ",26,5,"HCPP ",217414,943980,434.185471036824
"679","CASEY ","KY ",4,0,"HCPP ",11312,72880,644.271570014144
"680","EDMONSON ","KY ",6,0,"HCPP ",11040,109746,994.076086956522
"681","ELLIOTT ","KY ",3,0,"HCPP ",3777,54930,1454.32883240667
"682","ESTILL ","KY ",2,0,"HCPP ",6716,36640,545.562835020846
"683","FLEMING ","KY ",5,0,"HCPP ",13470,91700,680.772086117298
"684","GARRARD ","KY ",6,0,"HCPP ",16452,110340,670.678336980306
"685","GRAVES ","KY ",7,0,"HCPP ",54929,128870,234.611953612846
"686","GRAYSON ","KY ",36,1,"PFFS ",411058,1407024,342.293301675189
"687","GREEN ","KY ",16,2,"HMO ",75169,666525,886.701964905746
"688","GREENUP ","KY ",9,1,"HCPP ",68949,165960,240.699647565592
"689","HARLAN ","KY ",6,2,"HCPP ",24159,140640,582.143300633304
"690","HICKMAN ","KY ",10,2,"HCPP ",33262,392222,1179.18946545608
"691","HOPKINS ","KY ",18,1,"HCPP ",130292,604780,464.172781137752
"692","JESSAMINE ","KY ",9,3,"HCPP ",49086,167040,340.30069673634
"693","KENTON ","KY ",17,2,"DEMP ",352053,315860,89.719445651649
"694","KNOTT ","KY ",4,1,"HCPP ",11864,74360,626.770060687795
"695","LARUE ","KY ",5,0,"HCPP ",12460,93050,746.789727126806
"696","LAUREL ","KY ",6,1,"HCPP ",53376,111720,209.307553956835
"697","LESLIE ","KY ",3,1,"HCPP ",7821,55950,715.381664748753
"698","LETCHER ","KY ",2,1,"HCPP ",10902,37320,342.32250963126
"699","MCCRACKEN ","KY ",8,1,"HCPP ",101840,149760,147.054202670856
"700","MCCREARY ","KY ",3,1,"HCPP ",9699,56190,579.338076090319
"701","MAGOFFIN ","KY ",3,1,"HCPP ",7269,56280,774.246801485761
"702","MEADE ","KY ",8,0,"HCPP ",25210,224385,890.063466878223
"703","MENIFEE ","KY ",4,0,"HCPP ",5564,75208,1351.68943206326
"704","METCALFE ","KY ",5,1,"PFFS ",11280,94155,834.70744680851
"705","MUHLENBERG ","KY ",7,2,"HCPP ",45318,132160,291.628050664195
"706","NELSON ","KY ",10,1,"PFFS ",47242,328240,694.805469709157
"707","NICHOLAS ","KY ",9,1,"PFFS ",48565,429540,884.46412025121
"708","OLDHAM ","KY ",12,2,"PPO ",55608,227040,408.286577470867
"709","OWSLEY ","KY ",1,0,"PFFS ",1191,18931,1589.50461796809
"710","PENDLETON ","KY ",11,1,"HMO ",22720,273088,1201.97183098592
"711","POWELL ","KY ",6,2,"HCPP ",9690,139053,1435.01547987616
"712","ROCKCASTLE ","KY ",6,0,"HCPP ",17682,113844,643.841194435019
"713","ROWAN ","KY ",23,3,"PFFS ",375340,705280,187.904300101242
"714","SIMPSON ","KY ",9,0,"HCPP ",30618,190764,623.045267489712
"715","TODD ","KY ",15,3,"HCPP ",55203,372906,675.517634911146
"716","TRIGG ","KY ",6,0,"HCPP ",17820,113898,639.158249158249
"717","TRIMBLE ","KY ",4,0,"HCPP ",5188,75936,1463.68542791056
"718","WOLFE ","KY ",2,0,"HCPP ",3306,37982,1148.88082274652
"719","ACADIA ","LA ",10,1,"HMO ",95370,190000,199.224074656601
"720","ASCENSION ","LA ",11,4,"HCPP ",102223,209220,204.670181857312
"721","ASSUMPTION ","LA ",8,2,"HMO ",28392,152240,536.207382361229
"722","AVOYELLES ","LA ",9,2,"DEMC ",68535,171360,250.032829940906
"723","BEAUREGARD ","LA ",7,0,"PFFS ",37814,133350,352.647167715661
"724","BIENVILLE ","LA ",6,1,"PFFS ",18768,114360,609.335038363171
"725","BOSSIER ","LA ",12,2,"HCPP ",164184,228840,139.380207571992
"726","CADDO ","LA ",21,2,"DEMC ",648675,508620,78.4090646317493
"727","CALCASIEU ","LA ",17,0,"HMO ",485894,324530,66.7902875935904
"728","CAMERON ","LA ",45,2,"HMO ",1640487,1959300,119.434046109478
"729","CATAHOULA ","LA ",3,0,"DEMC ",6576,57360,872.262773722628
"730","CLAIBORNE ","LA ",21,3,"PFFS ",93504,644550,689.328798767967
"731","CONCORDIA ","LA ",7,0,"HMO ",26103,133980,513.274336283186
"732","EAST BATON ROUGE ","LA ",23,4,"HCPP ",1230109,440680,35.8244675878316
"733","EAST CARROLL ","LA ",6,0,"HMO ",8814,115020,1304.96936691627
"734","EAST FELICIANA ","LA ",7,3,"HMO ",22428,134260,598.626716604245
"735","EVANGELINE ","LA ",8,0,"HMO ",50888,153520,301.682125451973
"736","IBERIA ","LA ",9,0,"HMO ",103680,172980,166.840277777778
"737","IBERVILLE ","LA ",9,3,"DEMC ",45711,173070,378.617838157118
"738","JEFFERSON DAVIS ","LA ",9,1,"PFFS ",41888,185460,442.752100840336
"739","LAFOURCHE ","LA ",7,0,"DEMC ",92701,134960,145.586347504342
"740","MOREHOUSE ","LA ",7,0,"HMO ",41440,135310,326.52027027027
"741","NATCHITOCHES ","LA ",8,1,"DEMC ",48544,154720,318.721160184575
"742","ORLEANS ","LA ",62,7,"HCPP ",1888104,1564940,82.8842055310513
"743","PLAQUEMINES ","LA ",7,3,"DEMP ",20104,135590,674.442896935933
"744","POINTE COUPEE ","LA ",11,4,"DEMC ",42086,213180,506.534239414532
"745","RAPIDES ","LA ",12,0,"DEMC ",272364,232680,85.4297924835881
"746","RED RIVER ","LA ",6,2,"DEMC ",12376,169348,1368.35811247576
"747","SABINE ","LA ",14,1,"PFFS ",56756,430652,758.77792656283
"748","SAINT BERNARD ","LA ",14,2,"HMO ",88004,272020,309.099586382437
"749","SAINT CHARLES ","LA ",46,6,"HMO ",1513454,1178100,77.8418108512053
"750","SAINT HELENA ","LA ",7,3,"HMO ",7868,136150,1730.42704626335
"751","SAINT JAMES ","LA ",6,1,"DEMC ",20460,116760,570.674486803519
"752","ST JOHN THE BAPTIST ","LA ",7,2,"HMO ",38682,136290,352.334419109663
"753","SAINT LANDRY ","LA ",9,1,"DEMC ",143811,175320,121.910006884035
"754","SAINT MARTIN ","LA ",8,1,"HMO ",53752,155920,290.072927518976
"755","SAINT MARY ","LA ",7,0,"HMO ",62811,136500,217.318622534269
"756","SAINT TAMMANY ","LA ",27,2,"HCPP ",776277,526770,67.8585092692428
"757","TANGIPAHOA ","LA ",13,3,"HCPP ",215436,253760,117.789041757181
"758","TENSAS ","LA ",3,0,"DEMC ",3330,58590,1759.45945945946
"759","TERREBONNE ","LA ",4,0,"PFFS ",66692,78160,117.195465723025
"760","VERNON ","LA ",18,1,"HMO ",93490,646260,691.261097443577
"761","WEST BATON ROUGE ","LA ",8,3,"HMO ",23904,156800,655.957161981258
"762","WEST CARROLL ","LA ",3,0,"HMO ",7110,58830,827.426160337553
"763","WEST FELICIANA ","LA ",8,2,"HMO ",10632,156960,1476.29796839729
"764","WINN ","LA ",5,1,"PFFS ",12760,98150,769.200626959248
"765","ANDROSCOGGIN ","ME ",11,0,"HMO ",220187,220000,99.9150721886397
"766","AROOSTOOK ","ME ",12,0,"HMO ",203496,240120,117.997405354405
"767","KENNEBEC ","ME ",15,0,"PPO ",347430,300750,86.5641999827303
"768","OXFORD ","ME ",6,0,"HMO ",65706,120480,183.362250022829
"769","PENOBSCOT ","ME ",12,0,"HCPP ",329544,241080,73.1556332386571
"770","SAGADAHOC ","ME ",5,0,"PPO ",29135,100550,345.117556203879
"771","SOMERSET ","ME ",51,6,"HMO ",1312121,1550600,118.175076841236
"772","WALDO ","ME ",9,0,"HMO ",62766,181170,288.643533123028
"773","YORK ","ME ",109,1,"HMO ",4392521,4012913,91.3578557734841
"774","ALLEGANY ","MD ",20,2,"HCPP ",221706,576130,259.862159797209
"775","ANNE ARUNDEL ","MD ",40,2,"HCPP ",2541160,840400,33.0715106486801
"776","BALTIMORE ","MD ",46,4,"HCPP ",5757130,966920,16.7951739842595
"777","BALTIMORE CITY ","MD ",29,3,"HMO ",2718634,609870,22.4329571395046
"778","CALVERT ","MD ",16,2,"DEMP ",149328,336640,225.436622736526
"779","CAROLINE ","MD ",14,0,"HMO ",58708,519580,885.024187504258
"780","CECIL ","MD ",10,1,"HCPP ",124750,210700,168.897795591182
"781","CHARLES ","MD ",19,3,"DEMP ",237975,400520,168.303393213573
"782","DORCHESTER ","MD ",22,0,"DEMP ",301574,885580,293.652635837307
"783","FREDERICK ","MD ",30,1,"DEMP ",560979,887160,158.144957297867
"784","GARRETT ","MD ",4,1,"HCPP ",20412,84440,413.678228493043
"785","HARFORD ","MD ",26,2,"HMO ",763672,549120,71.9052158518317
"786","PRINCE GEORGES ","MD ",54,2,"HCPP ",4424274,1142640,25.8266101963848
"787","QUEEN ANNES ","MD ",8,0,"HCPP ",44808,169360,377.968219960721
"788","SAINT MARYS ","MD ",11,0,"COST ",110880,232980,210.119047619048
"789","WICOMICO ","MD ",9,0,"DEMP ",124389,190980,153.534476521236
"790","WORCESTER ","MD ",67,4,"COST ",6257053,1471290,23.5141048030119
"791","BARNSTABLE ","MA ",43,2,"HMO ",2556780,946000,36.9996636394215
"792","BERKSHIRE ","MA ",17,0,"HMO ",472617,374170,79.1698140354663
"793","BRISTOL ","MA ",58,7,"HMO ",3948419,1648486,41.7505335679927
"794","DUKES ","MA ",10,0,"HMO ",26930,220300,818.046787968808
"795","ESSEX ","MA ",121,8,"HMO ",11276634,3457080,30.6570205258058
"796","HAMPDEN ","MA ",41,2,"DEMO ",3267741,904870,27.6909950941644
"797","HAMPSHIRE ","MA ",29,1,"PPO ",564941,756520,133.911328793626
"798","NANTUCKET ","MA ",2,0,"PPO ",2446,44240,1808.66721177433
"799","NORFOLK ","MA ",57,4,"HMO ",5739843,1261410,21.9763850683721
"800","SUFFOLK ","MA ",126,6,"HMO ",21421230,3692280,17.2365452403994
"801","ALCONA ","MI ",4,0,"HCPP ",14384,92000,639.599555061179
"802","ALGER ","MI ",4,1,"PFFS ",8632,92040,1066.26506024096
"803","ALLEGAN ","MI ",16,2,"PFFS ",219136,368320,168.078271028037
"804","ALPENA ","MI ",6,0,"HCPP ",43770,138180,315.695681973955
"805","ANTRIM ","MI ",5,0,"HMO ",25055,115200,459.788465376172
"806","ARENAC ","MI ",3,0,"HMO ",12360,69150,559.466019417476
"807","BARAGA ","MI ",1,1,"PFFS ",1779,23060,1296.23383923553
"808","BARRY ","MI ",18,3,"PFFS ",134700,447930,332.538975501114
"809","BENZIE ","MI ",7,0,"HCPP ",25172,161630,642.10233592881
"810","BRANCH ","MI ",7,0,"HCPP ",51380,161770,314.850136239782
"811","CHARLEVOIX ","MI ",8,1,"PFFS ",40928,185120,452.306489444879
"812","CHEBOYGAN ","MI ",10,1,"PFFS ",53740,231500,430.77781912914
"813","CHIPPEWA ","MI ",20,8,"PFFS ",121856,673240,552.488182773109
"814","CLARE ","MI ",4,0,"HMO ",30444,92680,304.427801865721
"815","EATON ","MI ",10,1,"PFFS ",117840,232200,197.046843177189
"816","GENESEE ","MI ",33,7,"HCPP ",1550870,897570,57.8752571137491
"817","GLADWIN ","MI ",6,0,"HMO ",39750,139500,350.943396226415
"818","GOGEBIC ","MI ",5,2,"PFFS ",22070,116300,526.959673765292
"819","GRAND TRAVERSE ","MI ",8,0,"HMO ",124104,186160,150.003223103204
"820","GRATIOT ","MI ",4,0,"HMO ",28264,93120,329.465043872063
"821","HILLSDALE ","MI ",7,0,"HCPP ",55118,163030,295.783591567183
"822","HOUGHTON ","MI ",4,1,"PFFS ",24724,93200,376.961656689856
"823","HURON ","MI ",11,0,"HMO ",104582,334950,320.274999521906
"824","INGHAM ","MI ",17,0,"PFFS ",689282,396440,57.5149213239284
"825","IONIA ","MI ",7,1,"PFFS ",56329,163310,289.92170995402
"826","IOSCO ","MI ",12,0,"HMO ",91320,280080,306.701708278581
"827","IRON ","MI ",29,4,"PFFS ",102273,1259000,1231.01893950505
"828","ISABELLA ","MI ",1,0,"PFFS ",7323,23360,318.994947425918
"829","KALAMAZOO ","MI ",20,0,"PFFS ",692080,467600,67.564443416946
"830","KALKASKA ","MI ",4,0,"HMO ",10300,93560,908.349514563107
"831","KEWEENAW ","MI ",1,0,"PFFS ",574,23410,4078.39721254355
"832","LAPEER ","MI ",9,1,"HMO ",100899,210870,208.991169387209
"833","LEELANAU ","MI ",7,0,"HMO ",26124,164080,628.081457663451
"834","LENAWEE ","MI ",16,0,"HCPP ",273168,375200,137.351373513735
"835","LUCE ","MI ",1,0,"PFFS ",1393,23470,1684.8528356066
"836","MACKINAC ","MI ",4,1,"PFFS ",10264,93920,915.042868277475
"837","MACOMB ","MI ",38,1,"HCPP ",4890752,892620,18.2511810044754
"838","MANISTEE ","MI ",7,0,"HCPP ",39263,164500,418.969513282225
"839","MARQUETTE ","MI ",17,4,"PFFS ",120002,688370,573.632106131564
"840","MECOSTA ","MI ",7,0,"PFFS ",49301,164710,334.090586397842
"841","MENOMINEE ","MI ",12,3,"PFFS ",46575,369003,792.276972624799
"842","MIDLAND ","MI ",29,0,"HCPP ",417912,1038854,248.581998124007
"843","MISSAUKEE ","MI ",5,0,"PFFS ",12865,117800,915.66265060241
"844","MONTCALM ","MI ",5,0,"HMO ",54530,117900,216.21125985696
"845","MONTMORENCY ","MI ",4,0,"HCPP ",14316,94360,659.122659960883
"846","MUSKEGON ","MI ",14,0,"PFFS ",421274,330400,78.4287660762354
"847","NEWAYGO ","MI ",15,2,"PFFS ",113775,354150,311.272247857614
"848","OAKLAND ","MI ",59,1,"HCPP ",9740192,1393580,14.3075208373716
"849","OCEANA ","MI ",6,0,"HMO ",31830,141780,445.428840716305
"850","OGEMAW ","MI ",11,0,"HMO ",57046,260040,455.842653297339
"851","ONTONAGON ","MI ",6,1,"PFFS ",12690,141900,1118.20330969267
"852","OSCODA ","MI ",3,0,"HMO ",5862,71010,1211.36131013306
"853","OTSEGO ","MI ",21,3,"PFFS ",199320,645630,323.916315472607
"854","PRESQUE ISLE ","MI ",6,0,"HMO ",24618,142200,577.626127223982
"855","ROSCOMMON ","MI ",12,0,"HCPP ",97824,284520,290.848871442591
"856","SAGINAW ","MI ",13,1,"PFFS ",469599,308360,65.6645350607646
"857","SAINT JOSEPH ","MI ",8,0,"HMO ",81664,189920,232.562695924765
"858","SANILAC ","MI ",9,0,"HMO ",76041,213750,281.098354834892
"859","SCHOOLCRAFT ","MI ",2,0,"HMO ",4308,47520,1103.06406685237
"860","SHIAWASSEE ","MI ",7,1,"HMO ",84336,166390,197.294156706507
"861","TUSCOLA ","MI ",5,0,"HCPP ",52030,118900,228.522006534692
"862","WASHTENAW ","MI ",28,0,"HCPP ",1004248,666400,66.3581107455529
"863","WEXFORD ","MI ",7,0,"HCPP ",43575,166810,382.81124497992
"864","AITKIN ","MN ",14,4,"PFFS ",59962,336000,560.35489143124
"865","ANOKA ","MN ",29,7,"PFFS ",849729,696290,81.9425958158425
"866","BECKER ","MN ",9,4,"PFFS ",52515,216180,411.65381319623
"867","BELTRAMI ","MN ",10,3,"PFFS ",65310,240300,367.937528709233
"868","BIG STONE ","MN ",7,2,"DEMO ",10626,168350,1584.32147562582
"869","BLUE EARTH ","MN ",16,3,"PFFS ",147808,384960,260.445983979216
"870","CARLTON ","MN ",13,4,"PFFS ",79820,313040,392.182410423453
"871","CARVER ","MN ",17,5,"PFFS ",117368,409530,348.928157589803
"872","CHISAGO ","MN ",17,5,"PFFS ",109684,410040,373.837569745815
"873","COTTONWOOD ","MN ",7,1,"PFFS ",18956,169120,892.171344165436
"874","CROW WING ","MN ",22,4,"PFFS ",275242,531740,193.18999280633
"875","DAKOTA ","MN ",35,7,"PFFS ",953462,858390,90.0287583563897
"876","FARIBAULT ","MN ",9,2,"PFFS ",33606,217890,648.366363149438
"877","FILLMORE ","MN ",12,3,"PFFS ",47726,298780,626.031932280099
"878","FREEBORN ","MN ",9,2,"PFFS ",60633,218070,359.6556330711
"879","GOODHUE ","MN ",12,4,"PFFS ",91248,290880,318.779589689637
"880","HENNEPIN ","MN ",57,7,"HMO ",8224017,1382820,16.8144107678766
"881","HUBBARD ","MN ",13,3,"PFFS ",52832,315640,597.44094488189
"882","ISANTI ","MN ",14,6,"PFFS ",59052,340060,575.865339023234
"883","ITASCA ","MN ",17,3,"PFFS ",157845,413100,261.712439418417
"884","KANABEC ","MN ",11,5,"PFFS ",29029,267520,921.561197423266
"885","KANDIYOHI ","MN ",12,4,"PFFS ",86568,291960,337.260881619074
"886","KITTSON ","MN ",7,2,"PFFS ",8106,170380,2101.89982728843
"887","KOOCHICHING ","MN ",13,4,"PFFS ",41925,316550,755.038759689922
"888","LAC QUI PARLE ","MN ",9,2,"PFFS ",15813,219240,1386.45418326693
"889","LAKE OF THE WOODS ","MN ",7,2,"PFFS ",6566,170660,2599.14712153518
"890","LE SUEUR ","MN ",10,4,"PFFS ",49230,243900,495.429616087751
"891","MCLEOD ","MN ",8,5,"PFFS ",46040,195360,424.326672458732
"892","MAHNOMEN ","MN ",7,3,"PFFS ",7476,171010,2287.4531835206
"893","MEEKER ","MN ",15,5,"PFFS ",59145,366900,620.33984275932
"894","MILLE LACS ","MN ",13,6,"PFFS ",69225,318110,459.530516431925
"895","MORRISON ","MN ",13,5,"PFFS ",74490,318240,427.225130890052
"896","MOWER ","MN ",12,2,"PFFS ",98340,293880,298.840756558877
"897","NICOLLET ","MN ",10,4,"PFFS ",32650,245100,750.689127105666
"898","NOBLES ","MN ",12,2,"PFFS ",46368,294240,634.575569358178
"899","NORMAN ","MN ",6,3,"PFFS ",9684,147180,1519.82651796778
"900","OLMSTED ","MN ",18,3,"PFFS ",311868,441720,141.636846358075
"901","OTTER TAIL ","MN ",19,4,"PFFS ",229349,466450,203.380001656864
"902","PENNINGTON ","MN ",31,3,"PFFS ",354449,1197210,337.766505195388
"903","PINE ","MN ",13,5,"PFFS ",66443,319410,480.727841909607
"904","PIPESTONE ","MN ",10,1,"DEMO ",22340,245800,1100.26857654432
"905","RAMSEY ","MN ",42,6,"PFFS ",3444774,1044360,30.3172283580868
"906","RED LAKE ","MN ",6,2,"PFFS ",4830,147720,3058.3850931677
"907","REDWOOD ","MN ",11,3,"PFFS ",38775,270930,698.723404255319
"908","RENVILLE ","MN ",8,4,"PFFS ",26360,197120,747.799696509863
